,id,type,name,canonical,cached_count,merger_id
198728,300220,Fandom,Newsies!: the Musical - Fierstein/Menken,True,5493,
3904735,13681091,Fandom,Dear Evan Hansen - Pasek & Paul/Levenson,True,5492,
2038011,5882645,Fandom,The Man From U.N.C.L.E. (2015),True,5487,
254993,448285,Fandom,Pocket Monsters | Pokemon (Anime),True,5438,
4427,5358,Fandom,Highlander: The Series,True,5398,
100,114,Fandom,Grey's Anatomy,True,5396,
381041,610605,Fandom,Phan,False,5377,830505.0
439395,686974,Fandom,Les Misérables (2012),True,5329,
184,206,Fandom,House,False,5313,272.0
4893479,17856255,Fandom,Buzzfeed Unsolved (Web Series),True,5258,
115387,170944,Fandom,Downton Abbey,True,5238,
5788712,21646359,Fandom,ヒプノシスマイク | Hypnosis Mic (Albums),True,5228,
392809,625992,Fandom,Thor - All Media Types,False,5179,245368.0
333326,550567,Fandom,EXO,False,5153,550814.0
6120136,23037345,Fandom,Venom (Movie 2018),True,5146,
257677,451725,Fandom,Sonic the Hedgehog - All Media Types,True,5143,
4647575,16803882,Fandom,The Arcana (Visual Novel),True,5102,
2975634,9780526,Fandom,My Hero Academia,False,5078,3828398.0
481473,741444,Fandom,The Lord of the Rings (Movies),True,5056,
653007,966650,Fandom,Frozen (2013),False,5056,33819955.0
4819597,17545554,Fandom,Descendants (Disney Movies),True,5010,
2136575,6298394,Fandom,Rooster Teeth/Achievement Hunter/Funhaus RPF,False,4983,785436.0
830537,1199183,Fandom,ワンパンマン | One-Punch Man,True,4975,
950110,1357661,Fandom,Rick and Morty,True,4958,
16033,20157,Fandom,X-Men,False,4940,250093.0
5969051,22415121,Fandom,Far Cry 5,True,4940,
160319,247366,Fandom,Suits (TV),False,4938,19847118.0
523595,796047,Fandom,Love Live! School Idol Project,True,4923,
12825039,49281637,Fandom,呪術廻戦 | Jujutsu Kaisen (Anime),True,4922,
7597450,29002712,Fandom,Roswell New Mexico (TV 2019),True,4905,
145041,226658,Fandom,X-Men (Movies),False,4900,9830815.0
3489950,11951084,Fandom,SKAM (TV),False,4879,21830556.0
70326,101569,Fandom,Adam Lambert (Musician),True,4868,
6526180,24640878,Fandom,Carry On Series - Rainbow Rowell,True,4856,
2987563,9830863,Fandom,X-Men (Alternate Timeline Movies),True,4852,
163005,251062,Fandom,Dungeons & Dragons (Roleplaying Game),True,4841,
2721307,8710858,Fandom,Produce 101 (TV),True,4833,
11455,14184,Fandom,Soul Eater,True,4805,
536788,813205,Fandom,The Originals (TV),True,4792,
473100,730474,Fandom,The Maze Runner Series - James Dashner,True,4769,
24505,31708,Fandom,DCU - Comicverse,False,4761,969647.0
7848623,30005138,Fandom,Pocket Monsters: Sword & Shield | Pokemon Sword & Shield Versions,True,4724,
1458912,3404420,Fandom,overwatch,False,4719,3406514.0
2969293,9754024,Fandom,Black Panther (2018),True,4674,
3781028,13157464,Fandom,DuckTales (Cartoon 2017),True,4669,
1617348,4122599,Fandom,刀剣乱舞 | Touken Ranbu,True,4645,
1249573,2529660,Fandom,Bishoujo Senshi Sailor Moon | Pretty Guardian Sailor Moon,True,4635,
2592738,8201782,Fandom,The Magicians (TV),True,4628,
2736665,8774227,Fandom,Death Note (Anime & Manga),True,4626,
3823892,13334437,Fandom,Borderlands (Video Games),True,4622,
2882088,9389431,Fandom,Newsies - All Media Types,True,4611,
2492826,7782412,Fandom,Zootopia (2016),True,4606,
3580437,12310528,Fandom,The Shadowhunter Chronicles - Cassandra Clare,True,4581,
3276070,11058841,Fandom,MacGyver (TV 2016),True,4573,
751256,1096649,Fandom,les mis,False,4563,102330.0
271895,472009,Fandom,Dangan Ronpa,False,4554,14988696.0
122626,190901,Fandom,Tangled (2010),True,4509,
178980,274395,Fandom,Fate/stay night & Related Fandoms,True,4505,
1485601,3516977,Fandom,Captive Prince - C. S. Pacat,True,4500,
101284,146997,Fandom,Cabin Pressure,True,4498,
329740,546017,Fandom,Skyfall (2012) - Fandom,False,4486,613602.0
